;sexo;tipo_de_emprendimiento;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;idea_negocio;línea_credito
318;femenino;agropecuaria;cabecera san antonio ;2;80;2017-10-09;14000000.0;criadero animales;agropecuaria
319;femenino;servicio;belen;3;16;2016-11-03;6890000.0;peluqueria;microempresarial
320;femenino;industria;buenos aires;3;9;2018-05-09;6000000.0;fabrica;microempresarial
321;femenino;industria;belen;1;16;2018-07-09;5000000.0;fabrica;microempresarial
322;femenino;comercio;campo valdes no. 1;2;4;2019-05-29;6000000.0;miscelanea;microempresarial
323;femenino;comercio;pablo vi;2;2;2017-09-06;7000000.0;cafeteria;microempresarial
324;masculino;industria;san martin de porres;2;6;2016-06-15;6890000.0;carpinteria;microempresarial
327;femenino;servicio;la cruz;1;3;2018-02-16;7000000.0;comidas rapidas;microempresarial
328;femenino;servicio;robledo;3;7;2016-07-15;6890000.0;peluqueria;microempresarial
329;femenino;comercio;picachito;1;6;2018-05-09;4000000.0;venta calzado;microempresarial
330;femenino;comercio;la pradera;2;13;2017-09-13;4400000.0;tienda;credioportuno
331;masculino;comercio;playon de los ;1;2;2018-02-09;7000000.0;variedades;microempresarial
332;masculino;comercio;cabecera san cristobal;2;60;2016-09-22;6890000.0;billares;microempresarial
333;femenino;comercio;villa del socorro;2;2;2018-09-14;4000000.0;fabrica alimentos;microempresarial
334;masculino;comercio;robledo;2;7;2017-03-29;7377000.0;licorera;microempresarial
335;femenino;comercio;cabecera san antonio ;3;80;2019-01-31;7000000.0;cafeteria;microempresarial
336;femenino;servicio;doce de octubre no.1;2;6;2018-02-09;6000000.0;comidas rapidas;microempresarial
337;femenino;comercio;san javier no.1;1;13;2016-11-19;6800000.0;variedades;microempresarial
338;masculino;servicio;robledo;2;7;2016-08-09;6890000.0;fabrica;microempresarial
339;femenino;servicio;cabecera san cristobal;2;60;2017-08-18;4000000.0;peluqueria;microempresarial
340;femenino;servicio;aranjuez;2;4;2018-07-25;3500000.0;peluqueria;microempresarial
341;femenino;comercio;la libertad;2;8;2016-06-27;4000000.0;tienda;microempresarial
342;femenino;comercio;buenos aires;1;9;2018-04-23;3000000.0;licorera;microempresarial
343;femenino;comercio;manrique central no. 2;2;3;2018-01-30;4000000.0;tienda;microempresarial
344;femenino;servicio;campo valdes no. 1;3;4;2016-07-06;6000000.0;miscelanea;microempresarial
345;masculino;industria;robledo;1;7;2016-10-26;4000000.0;fabrica productos;microempresarial
346;femenino;comercio;tejelo;3;5;2018-02-20;7800000.0;panaderia;microempresarial
347;femenino;comercio;doce de octubre no.1;2;6;2019-01-25;2000000.0;variedades;microempresarial
348;femenino;comercio;campo valdes no. 1;3;4;2018-04-05;7800000.0;papeleria;microempresarial
349;masculino;comercio;enciso;2;8;2016-02-16;6000000.0;tienda;microempresarial
350;masculino;industria;enciso;3;8;2017-06-06;5000000.0;fabrica;microempresarial
351;femenino;industria;boston;3;10;2017-04-19;20000000.0;fabrica;microempresarial
352;femenino;comercio;villa niza;2;2;2018-04-25;7000000.0;tienda;microempresarial
353;femenino;comercio;robledo;2;7;2017-07-18;7377000.0;variedades;microempresarial
354;femenino;comercio;guayabal;3;15;2017-02-03;6890000.0;variedades;microempresarial
355;femenino;comercio;cabecera san cristobal;1;60;2018-02-05;4000000.0;tienda;microempresarial
356;masculino;comercio;el salvador;2;9;2017-06-05;7000000.0;tienda;microempresarial
357;femenino;industria;manrique central no. 2;3;3;2017-05-19;6000000.0;fabrica;microempresarial
358;femenino;comercio;aranjuez;2;4;2017-05-09;4000000.0;variedades;microempresarial
359;femenino;comercio;llanaditas;2;8;2018-02-06;6000000.0;variedades;microempresarial
360;femenino;comercio;playon de los ;2;2;2017-02-06;3000000.0;restaurante;microempresarial
361;masculino;comercio;manrique central no. 1;3;4;2018-12-13;6500000.0;fabrica helados;microempresarial
362;masculino;comercio;cabecera san cristobal;1;60;2018-02-28;7800000.0;distribuidora;microempresarial
363;masculino;servicio;toscana;3;5;2016-10-26;6890000.0;taller mecanica;microempresarial
364;femenino;comercio;campo valdes no. 1;2;4;2018-05-24;7800000.0;variedades;microempresarial
365;femenino;comercio;guayabal;3;15;2018-03-07;7000000.0;variedades;microempresarial
366;femenino;comercio;santo domingo savio ;1;1;2018-06-22;7800000.0;variedades;microempresarial
367;femenino;industria;calasanz;3;12;2016-12-16;6890000.0;fabrica;microempresarial
368;femenino;servicio;castilla;2;5;2017-07-04;2000000.0;peluqueria;microempresarial
369;femenino;servicio;villatina;1;8;2016-07-15;3000000.0;fabrica;microempresarial
370;femenino;comercio;enciso;2;8;2018-03-07;3000000.0;comidas rapidas;microempresarial
371;masculino;comercio;alfonso lopez;3;5;2017-05-23;7000000.0;variedades;microempresarial
372;femenino;comercio;granizal;2;1;2017-09-26;7300000.0;tienda;microempresarial
373;masculino;comercio;moravia;1;4;2018-02-26;650000.0;tienda;microempresarial
374;femenino;servicio;moravia;1;4;2016-11-19;1000000.0;comidas rapidas;microempresarial
375;femenino;comercio;san javier no.2;2;13;2019-02-21;8200000.0;tienda;microempresarial
376;femenino;servicio;buenos aires;2;9;2017-03-21;5000000.0;peluqueria;microempresarial
377;femenino;comercio;el progreso no.2;1;6;2017-09-26;5000000.0;variedades;microempresarial
378;masculino;industria;san javier no.1;3;13;2016-02-25;1800000.0;marroquineria;microempresarial
379;masculino;industria;robledo;3;7;2017-10-19;2000000.0;fabrica;microempresarial
380;femenino;servicio;doce de octubre no.1;2;6;2016-08-17;6000000.0;fabrica ceramica;microempresarial
381;femenino;comercio;popular;2;1;2017-01-17;7300000.0;fabrica;microempresarial
382;femenino;comercio;cabecera san antonio ;2;80;2018-08-14;7800000.0;variedades;microempresarial
383;femenino;industria;aranjuez;3;4;2016-05-20;1500000.0;fabrica velas;microempresarial
384;masculino;industria;manrique central no. 1;2;4;2017-10-12;6000000.0;fabrica;microempresarial
385;femenino;industria;castilla;2;5;2016-05-17;5000000.0;fabrica;microempresarial
386;masculino;comercio;santa cruz;1;2;2017-05-22;7377000.0;granero;microempresarial
387;femenino;industria;la francia;2;2;2018-07-04;7800000.0;fabrica;microempresarial
388;masculino;comercio;cabecera san antonio ;3;80;2017-07-27;4000000.0;variedades;microempresarial
389;masculino;comercio;manrique oriental;3;3;2018-04-18;7800000.0;fabrica;microempresarial
390;femenino;comercio;buenos aires;3;9;2017-11-17;7377000.0;almacen ropa;microempresarial
391;femenino;comercio;boston;3;10;2017-02-01;7370000.0;variedades;microempresarial
392;masculino;comercio;trinidad;3;15;2017-11-03;4000000.0;tienda;microempresarial
393;femenino;comercio;enciso;1;8;2016-04-26;6500000.0;tienda;microempresarial
394;femenino;comercio;santo domingo savio ;1;1;2018-11-06;7000000.0;tienda naturista;microempresarial
395;femenino;comercio;doce de octubre no.1;1;6;2017-10-27;7370000.0;comidas rapidas;microempresarial
396;femenino;comercio;villa hermosa;3;8;2018-08-21;4000000.0;tienda;microempresarial
397;femenino;servicio;guayabal;3;15;2017-07-28;7000000.0;peluqueria;microempresarial
398;masculino;servicio;miranda;2;4;2018-10-18;7000000.0;barberia;microempresarial
399;femenino;comercio;cabecera san antonio ;2;80;2018-06-05;7800000.0;variedades;microempresarial
400;femenino;comercio;castilla;2;5;2016-10-11;3500000.0;almacen ropa;microempresarial
401;masculino;industria;la floresta;3;12;2016-04-21;6890000.0;fabrica;microempresarial
402;masculino;servicio;cabecera san cristobal;2;60;2017-07-07;7300000.0;panaderia;microempresarial
403;femenino;comercio;san pablo;2;1;2018-03-05;7800000.0;comidas rapidas;microempresarial
404;masculino;industria;san javier no.1;3;13;2019-05-20;6000000.0;fabrica;microempresarial
405;femenino;comercio;robledo;3;7;2017-09-05;7300000.0;miscelanea;microempresarial
406;femenino;comercio;castilla;2;5;2018-04-03;3000000.0;fabrica alimentos;microempresarial
407;femenino;industria;san javier no.1;1;13;2018-09-24;6000000.0;fabrica;microempresarial
408;femenino;comercio;granizal;2;1;2018-06-06;7800000.0;variedades;microempresarial
409;femenino;servicio;castilla;3;5;2016-05-05;6890000.0;comidas rapidas;microempresarial
410;masculino;industria;la francia;2;2;2018-11-20;7800000.0;fabrica;microempresarial
411;femenino;servicio;san javier no.1;1;13;2017-06-15;7370000.0;peluqueria;microempresarial
412;masculino;servicio;castilla;3;5;2017-02-01;7200000.0;mantenimiento;microempresarial
413;femenino;industria;andalucia;2;2;2018-07-11;1500000.0;fabrica;microempresarial
414;femenino;comercio;belen;2;16;2016-10-20;4130000.0;cafeteria;microempresarial
415;masculino;agropecuaria;cabecera san cristobal;2;60;2017-10-20;7300000.0;sembrados;microempresarial
416;femenino;comercio;aranjuez;2;4;2019-05-06;6000000.0;tienda helados;microempresarial
417;femenino;comercio;manrique central no. 2;2;3;2018-03-01;3000000.0;peluqueria;microempresarial
418;masculino;industria;aranjuez;1;4;2017-10-20;7370000.0;ebanistaria;microempresarial
419;femenino;comercio;buenos aires;2;9;2019-03-05;6000000.0;tienda;microempresarial
420;femenino;comercio;la francia;2;2;2017-12-12;6500000.0;almacen ropa;microempresarial
421;masculino;comercio;san javier no.1;3;13;2018-02-21;7377000.0;variedades;microempresarial
422;femenino;servicio;olaya herrera;1;7;2017-02-24;7000000.0;peluqueria;microempresarial
423;femenino;comercio;robledo;2;7;2018-06-15;2000000.0;variedades;microempresarial
424;femenino;industria;cabecera san cristobal;2;60;2018-07-25;2000000.0;fabrica;microempresarial
425;femenino;servicio;moravia;1;4;2018-04-12;2500000.0;cafe internet;microempresarial
426;masculino;servicio;robledo;3;7;2018-09-14;5500000.0;barberia;microempresarial
427;masculino;comercio;san javier no.1;2;13;2018-09-21;7800000.0;restaurante;microempresarial
429;masculino;comercio;barrio caicedo;3;9;2016-05-05;5000000.0;variedades;microempresarial
430;femenino;comercio;villa niza;1;2;2018-02-13;4000000.0;fabrica calzado;microempresarial
431;femenino;industria;moravia;2;4;2018-05-24;5000000.0;fabrica;microempresarial
432;femenino;comercio;santa cruz;1;2;2018-06-22;7500000.0;tienda;microempresarial
433;femenino;comercio;pedregal;3;6;2018-04-11;7000000.0;comidas rapidas;microempresarial
434;femenino;comercio;moravia;1;4;2016-03-16;6000000.0;variedades;microempresarial
435;masculino;comercio;13 de noviembre;1;8;2017-01-20;6000000.0;tienda;microempresarial
436;masculino;servicio;robledo;2;7;2018-07-09;6000000.0;cafe internet;microempresarial
437;femenino;industria;boyaca;3;5;2017-07-05;7377000.0;fabrica;microempresarial
438;femenino;comercio;belen;1;16;2019-04-24;7000000.0;distribuidora;microempresarial
439;masculino;servicio;san javier no.2;1;13;2016-03-28;6000000.0;lavanderia;microempresarial
440;femenino;comercio;castilla;3;5;2018-07-05;7800000.0;lavanderia;microempresarial
441;femenino;servicio;granizal;2;1;2018-03-08;2000000.0;fabrica juegos;microempresarial
442;masculino;servicio;belen;3;16;2016-09-16;6890000.0;recreativo educativo;microempresarial
443;masculino;comercio;manrique central no. 1;3;4;2018-04-24;5000000.0;distribuidora;microempresarial
444;femenino;industria;santo domingo savio ;1;1;2017-05-19;7300000.0;fabrica calzado;microempresarial
445;femenino;comercio;13 de noviembre;1;8;2017-03-01;7377000.0;ferreteria;microempresarial
446;masculino;comercio;tejelo;3;5;2018-09-12;5000000.0;tienda;microempresarial
447;femenino;comercio;villa guadalupe;2;1;2016-11-30;6890000.0;papeleria;microempresarial
448;femenino;comercio;boston;3;10;2018-09-05;7800000.0;variedades;microempresarial
449;femenino;industria;robledo;1;7;2019-01-22;7800000.0;fabrica;microempresarial
450;femenino;servicio;cabecera san cristobal;2;60;2016-05-11;5000000.0;organización;microempresarial
451;femenino;comercio;santo domingo savio ;1;1;2017-10-23;4000000.0;variedades;microempresarial
452;masculino;comercio;belen;2;16;2017-10-12;7200000.0;tienda;microempresarial
454;masculino;comercio;enciso;1;8;2016-10-19;4000000.0;restaurante;microempresarial
455;femenino;comercio;calasanz;2;12;2017-07-27;5000000.0;variedades;microempresarial
456;femenino;comercio;pedregal;3;6;2018-10-03;3500000.0;fabrica calzado;microempresarial
457;femenino;industria;playon de los ;1;2;2019-05-06;3750000.0;fabrica;microempresarial
458;masculino;comercio;san javier no.1;2;13;2017-07-28;6000000.0;tienda;microempresarial
459;femenino;industria;buenos aires;2;9;2018-09-20;7800000.0;fabrica;microempresarial
460;femenino;industria;robledo;2;7;2017-02-22;7000000.0;fabrica;microempresarial
461;femenino;servicio;cordoba;3;7;2017-10-31;23510000.0;productos belleza;empresarial ed
462;femenino;industria;20 de julio;2;13;2016-09-07;3000000.0;fabrica;microempresarial
463;masculino;industria;campo valdes no. 1;2;4;2018-05-04;1800000.0;fabrica;microempresarial
464;masculino;comercio;villa del socorro;2;2;2018-12-17;1500000.0;distribuidora;microempresarial
465;femenino;servicio;campo valdes no. 1;2;4;2017-09-06;7000000.0;peluqueria;microempresarial
466;femenino;comercio;robledo;1;7;2018-05-30;7000000.0;peluqueria;microempresarial
467;femenino;industria;robledo;2;7;2016-10-25;5000000.0;fabrica;microempresarial
468;femenino;comercio;san javier no.1;1;13;2018-02-15;6000000.0;papeleria;microempresarial
469;femenino;comercio;manrique central no. 1;3;4;2017-06-28;7377000.0;tienda;microempresarial
470;femenino;comercio;santo domingo savio ;2;1;2018-03-08;3000000.0;almacen ropa;microempresarial
471;femenino;comercio;trinidad;3;15;2017-11-22;3000000.0;comidas rapidas;microempresarial
472;masculino;comercio;cabecera san cristobal;2;60;2016-08-11;3000000.0;ferreteria;microempresarial
473;femenino;comercio;manrique central no. 1;2;4;2019-04-29;3000000.0;restaurante;microempresarial
475;femenino;comercio;belen;3;16;2018-07-25;5000000.0;almacen ropa;microempresarial
476;femenino;servicio;la america;2;12;2017-07-11;5000000.0;variedades;microempresarial
477;masculino;industria;castilla;2;5;2018-08-01;7800000.0;fabrica;microempresarial
478;masculino;servicio;girardot;3;5;2017-07-07;6000000.0;variedades;microempresarial
479;masculino;servicio;robledo;3;7;2017-06-08;20000000.0;taller mecanica;empresarial ed
480;masculino;comercio;buenos aires;2;9;2017-08-08;5000000.0;variedades;microempresarial
481;femenino;servicio;villa guadalupe;2;1;2016-05-20;6890000.0;comidas rapidas;microempresarial
482;femenino;servicio;belen;2;16;2017-07-12;7000000.0;peluqueria;microempresarial
483;masculino;servicio;aranjuez;3;4;2017-05-17;7377000.0;recreativo educativo;microempresarial
484;femenino;industria;popular;2;1;2018-04-17;7800000.0;fabrica;microempresarial
485;masculino;servicio;doce de octubre no.1;2;6;2017-07-18;7370000.0;comidas rapidas;microempresarial
486;femenino;comercio;cabecera san antonio ;3;80;2016-02-17;5000000.0;miscelanea;microempresarial
487;femenino;industria;doce de octubre no.1;2;60;2019-06-04;7000000.0;fabrica;microempresarial
488;masculino;industria;el salvador;3;9;2018-05-25;7000000.0;variedades;microempresarial
489;masculino;comercio;juan xxiii la quiebra;2;13;2019-02-04;8200000.0;almacen ropa;microempresarial
490;femenino;industria;belen;2;16;2018-05-16;7800000.0;fabrica;microempresarial
491;masculino;comercio;belen;2;16;2017-05-24;5000000.0;almacen ropa;microempresarial
492;femenino;industria;belencito;2;13;2017-10-18;2800000.0;fabrica;microempresarial
493;femenino;industria;enciso;3;8;2019-03-15;8281160.0;fabrica;microempresarial
494;femenino;comercio;playon de los ;2;2;2016-11-23;4130000.0;variedades;microempresarial
495;masculino;comercio;robledo;2;7;2018-02-06;7800000.0;deposito;microempresarial
496;masculino;comercio;campo valdes no. 1;3;4;2018-03-23;7000000.0;drogueria;microempresarial
497;femenino;comercio;manrique central no. 1;2;4;2017-04-06;4000000.0;almacen ropa;microempresarial
499;masculino;agropecuaria;santa elena central;2;90;2017-06-14;14.0;sembrados;agropecuaria
500;masculino;comercio;la colina;2;15;2017-09-26;7000000.0;restaurante;microempresarial
501;masculino;comercio;versalles no. 1;2;3;2018-07-03;5000000.0;variedades;microempresarial
502;masculino;comercio;pedregal;3;6;2017-10-26;2000000.0;variedades;microempresarial
503;femenino;industria;guayabal;3;15;2018-12-05;3000000.0;fabrica;microempresarial
504;masculino;comercio;robledo;3;7;2017-08-11;7377000.0;papeleria;microempresarial
505;masculino;comercio;san javier no.1;2;13;2017-09-13;7370000.0;fabrica;microempresarial
506;masculino;servicio;robledo;2;7;2016-07-26;6890000.0;fabrica;microempresarial
507;femenino;industria;cordoba;3;7;2017-02-07;7300000.0;fabrica;microempresarial
508;masculino;comercio;castilla;3;10;2018-07-27;4000000.0;variedades;microempresarial
509;femenino;servicio;la floresta;3;12;2017-09-08;7000000.0;peluqueria;microempresarial
510;masculino;servicio;villatina;2;8;2017-07-25;7370000.0;barberia;microempresarial
511;femenino;industria;trinidad;3;15;2017-10-19;7000000.0;fabrica;microempresarial
512;femenino;servicio;la america;3;12;2016-03-15;6890000.0;peluqueria;microempresarial
513;masculino;servicio;pedregal;3;6;2016-09-22;6350000.0;recreativo educativo;microempresarial
514;femenino;comercio;robledo;2;7;2018-05-11;5000000.0;tienda;microempresarial
515;masculino;comercio;cabecera san cristobal;3;60;2019-06-27;8200000.0;tienda;microempresarial
516;femenino;comercio;castilla;2;5;2018-05-15;2000000.0;variedades;microempresarial
517;femenino;comercio;juan xxiii la quiebra;2;13;2019-06-25;8000000.0;ferreteria;microempresarial
